	Total	separated						mainNot						exportNot						
		Gator	IC3	IC3-Dial	A3E	Story	ICCBot	Gator	IC3	IC3-Dial	A3E	Story	ICCBot	Gator	IC3	IC3-Dial	A3E	Story	ICCBot	
com.qdwrysoft.solidcolors_pro	6	2	3	6	6	4	2	2	3	5	5	5	2	2	2	4	4	4	2	
br.com.andbank.privatebank	3	3	3	3	3	3	3	2	2	2	2	2	2	1	1	1	1	1	1	
com.alarm.event.manager	47	30	47	47	41	47	9	40	46	46	46	46	29	37	43	43	41	43	20	
com.app.sumercash	5	5	5	5	5	5	3	4	4	4	4	4	4	3	3	3	3	3	2	
com.farmax.farmax	10	8	10	10	8	10	6	9	9	9	9	9	9	8	8	8	8	8	8	
com.gm.decolar	250	29	250	250	250	250	45	55	249	249	249	249	249	37	208	208	208	208	195	
com.mindgame.cloth.patterns.app03	9	2	2	2	2	2	1	4	7	4	7	3	3	2	5	2	5	1	1	
com.persian.news	24	20	24	24	17	17	4	22	23	23	23	23	22	19	20	20	20	20	17	
com.tekciz.idol2012	11	9	9	9	0	9	9	9	9	9	9	9	9	9	9	9	9	9	9	
net.jp.apps.junsakunakamura.eiken5choice100	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	
com.conduit.app_ab6f6e0716974f2d8b6146ae5eef1e2d.app	9	9	7	7	7	5	3	8	8	8	8	5	4	7	6	6	7	4	3	
com.JeLocalisetrackerApp.view	15	15	7	15	6	1	0	14	9	14	9	1	0	13	8	13	8	0	-1	
com.rubiyemstudio.twtw.lvctrajsty.music.lyrics	51	12	51	51	51	43	8	39	50	50	50	46	36	26	44	44	44	40	26	
com.mvl.CasinoArizona	41	17	41	41	21	20	8	21	40	40	26	26	17	20	35	35	26	25	17	
com.ssca.voice.changer.editor.audio.voiceeffect	5	1	5	5	5	1	1	3	4	4	4	1	1	3	4	4	4	1	1	
com.tailoredapps	33	7	33	33	27	30	28	12	32	32	32	32	32	12	31	31	31	31	31	
com.tamco.livingrooms	3	0	1	0	1	0	0	0	2	0	2	0	0	0	2	0	2	0	0	
com.mediaworld.vietnamnewspapers	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
com.kunyoong.esob	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
com.oef.English.two	3	3	3	3	3	3	2	2	2	2	2	2	2	1	1	1	1	1	1	
ru.sports.dinamobrest	39	31	39	39	30	24	6	35	38	38	35	31	26	31	34	34	31	28	24	
jai.shriram.decisionmaker	3	3	3	3	3	3	3	2	2	2	2	2	2	2	2	2	2	2	2	
com.talentle.talent	34	8	34	34	7	5	3	33	33	33	20	22	9	29	29	29	17	14	6	
com.link_youtube	3	1	0	0	3	0	0	1	0	0	2	0	0	1	0	0	2	0	0	
com.mykeyboard.myphotokeyboard.icelandickeyboard	34	20	34	34	19	15	7	27	33	33	27	24	24	22	28	28	20	16	14	
com.safetravels.safetravelsmain	49	43	43	49	34	45	2	45	45	48	48	45	27	40	40	44	43	41	20	
com.npes87184.s2tdroid	3	3	3	2	1	2	0	2	2	2	2	2	0	2	2	2	2	2	0	
com.toridev.obatkolesterolalami	7	7	3	7	5	1	3	6	6	6	5	5	5	5	5	5	5	5	5	
com.ojapps.downpro	9	1	9	9	9	3	1	2	8	8	8	8	1	1	6	6	6	1	0	
com.unicaa	85	48	85	85	72	46	17	84	84	84	84	59	42	75	76	76	76	48	29	
com.beststatus2021	14	3	14	14	6	3	1	10	13	13	12	10	10	10	13	13	12	10	10	
com.andromo.dev628627.app688031	14	7	14	14	14	14	3	11	13	13	13	13	11	10	12	12	12	12	7	
com.minhaparoquia.santguadalupe	80	20	80	80	58	74	7	79	79	79	79	76	26	74	74	74	74	71	23	
com.andromo.dev679836.app717306	10	3	10	10	10	10	3	8	9	9	9	9	8	8	9	9	9	9	8	
com.enrasoft.scratch.football.quiz	10	10	4	10	10	4	0	9	8	9	9	6	4	7	5	7	7	4	1	
com.photographyapps.pencilsketchphoto	3	1	0	0	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	
com.gandooz.dwyanewadewallpaper	13	5	5	13	5	4	4	12	12	12	8	8	8	12	12	12	8	8	8	
com.lamhuynh.podcast.chars.ingraham	33	24	33	33	33	33	15	32	32	32	32	32	28	12	17	17	17	17	13	
com.neverclame.dinosaurslidepuzzlews	7	1	5	1	7	1	1	6	6	6	6	6	6	6	6	6	6	6	6	
com.jelly.bubble.pop	24	18	24	24	24	24	16	23	23	23	23	23	23	20	20	20	20	20	20	
com.oohlala.mcgillabroad	5	5	2	2	3	5	0	4	3	3	3	4	2	2	1	1	1	2	0	
com.appcop.cowhunt	3	3	1	1	1	1	1	2	1	1	1	1	1	2	1	1	1	1	1	
com.aloompa.selfhelp	120	26	120	120	72	105	15	63	119	119	119	119	119	58	115	115	113	115	110	
com.directcooler.cologne	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	
com.jb.gokeyboard.theme.gotmeheartskeyboardtheme	25	25	25	25	16	22	5	24	24	24	23	23	19	18	18	18	15	17	10	
jp.gr.java_conf.ultrapush.dnaBiyou	16	16	13	13	6	9	8	15	14	14	15	14	14	15	14	14	15	14	14	
com.mindgame.cute.babygirl.frock.designs	10	0	10	0	0	0	0	2	9	2	1	0	1	2	9	2	1	0	1	
mobi.infolife.ezweather.widget.weatherlive	67	60	67	67	27	48	23	65	66	66	49	59	42	32	36	36	21	28	18	
com.andimpex.andit.allfreelancersite	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
com.mobiletechno.yogasequence	3	1	3	1	3	0	0	2	2	2	2	0	0	2	2	2	2	0	0	
com.pressmatrix.morawalesezirkel	19	14	19	19	15	16	2	17	18	18	17	16	9	14	16	16	14	14	5	
delivery.amo.amonvinhos	8	6	8	8	6	8	6	7	7	7	7	7	7	3	4	4	3	4	3	
com.wfindway	4	4	3	3	3	4	0	3	3	3	3	3	1	2	2	2	2	2	1	
com.thevarmatrimony	100	37	100	100	98	50	18	97	99	99	99	76	56	90	92	92	92	69	50	
com.martakeay00.BobSinclarSongs	12	12	6	6	8	12	4	11	10	10	11	11	9	9	8	8	9	9	7	
com.gamekaiser.junglechaos_2d	4	4	2	2	2	2	2	3	2	2	2	2	2	3	2	2	2	2	2	
com.kchariya.hashtagsforinstagram	5	3	5	5	3	0	0	4	4	4	4	0	0	4	4	4	4	0	0	
biz.supanel.www.android5c06ddfd2328f	18	18	15	18	18	18	14	17	17	17	17	17	17	11	11	11	11	11	9	
op27no2.parentscope	13	11	6	6	5	11	2	12	12	12	12	12	11	9	8	8	8	9	6	
com.sergey.max.mainwindow	4	2	4	4	4	4	0	3	3	3	3	3	2	3	3	3	3	3	2	
com.lapacadevs.justdrawit	11	7	11	11	9	11	7	9	10	10	10	10	9	8	9	9	9	9	8	
com.shorthaircuts.hairstyles	6	3	6	3	2	3	1	3	5	3	3	3	2	2	4	2	2	2	1	
aquainfo.navratriphotoframe.navratriphotoeditor.navratriphotosuit	17	4	17	17	13	6	4	6	16	16	16	16	4	6	16	16	16	16	4	
apps.mansab.NigerianMovies	20	18	20	20	20	20	9	19	19	19	19	19	15	17	17	17	17	17	13	
temple.diamond.bejeweled.doodlegames.free2	9	9	6	6	8	9	5	8	7	7	8	8	6	5	4	4	5	5	3	
com.Tobit.android.Slitte6494420206	39	28	39	39	21	23	2	37	38	38	30	29	22	32	33	33	24	24	12	
com.olam	2	2	2	2	2	2	2	1	1	1	1	1	1	1	1	1	1	1	1	
id.compro.quicksilvercruise	13	13	13	13	13	13	8	12	12	12	12	12	12	11	11	11	11	11	11	
com.hitreak.lightpics	8	4	8	8	6	6	2	6	7	7	7	6	6	5	5	5	5	5	5	
com.myfwbdating.fwbg	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
com.stickyapps.johncenameme	2	2	2	2	2	2	2	1	1	1	1	1	1	1	1	1	1	1	1	
com.UniqueBirdhouseDesignIdeas.SankaApps	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
com.b3g.cih.online	7	7	4	4	5	7	5	6	5	5	6	6	6	4	4	4	4	4	4	
com.mustafademir.space_war	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	
com.datagames.impossible.formula.car.racing	12	12	12	12	12	12	12	11	11	11	11	11	11	10	10	10	10	10	10	
com.webcloudapps.remission	6	3	0	0	3	0	0	5	0	0	5	0	0	2	0	0	2	0	0	
com.stk.trigems	3	1	1	1	1	3	1	1	1	1	1	2	1	1	1	1	1	2	1	
superheroes.herogames.free.fire.battlegrounds	5	5	5	5	5	5	5	4	4	4	4	4	4	4	4	4	4	4	4	
com.wSpeedtest1A	8	8	4	5	7	6	3	7	6	6	7	6	4	5	4	4	5	4	3	
com.ks.dfmhd	7	3	1	1	3	3	1	3	1	1	3	3	-2	3	1	1	3	3	-2	
com.osanda.ocr	4	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	
com.reverbnation.artistapp.i376675	34	8	9	34	6	13	2	33	25	33	26	30	26	31	25	31	24	28	24	
anace.com.audiobooks.onlinedating	3	3	1	1	1	1	1	2	1	1	1	1	1	2	1	1	1	1	1	
com.sermonaudio.android.millcreekchurch	17	8	17	17	17	17	1	10	16	16	16	16	3	6	11	11	11	11	-1	
com.wLimeChat_8199169	96	96	84	96	96	96	39	95	95	95	95	95	84	67	65	67	67	67	50	
com.wilsonzuluaga.oracionalasalmasdelpurgatorioenaudioytexto	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	
com.myappbuffet.SriSastha	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	
com.kanapkaman.kanapkaman	29	27	29	29	26	29	22	28	28	28	28	28	28	21	22	22	21	22	20	
br.com.neopixdmi.fenasan2018	27	20	27	27	20	22	2	26	26	26	26	26	16	22	22	22	22	22	9	
gg.op.lol.android	73	16	73	73	71	73	6	20	72	72	72	72	19	9	62	62	61	62	16	
com.sketchye.draw_cars_concept	58	32	58	58	55	52	29	43	57	57	55	54	41	37	51	51	49	48	33	
it.marzoli.app.batterywidget	3	3	0	0	0	3	0	2	1	1	1	2	1	0	0	0	0	0	0	
com.safetyculture.iauditor	102	46	102	102	59	67	10	87	101	101	93	97	48	81	94	94	80	79	44	
ie.flipdish.fd6062	24	11	24	24	22	24	8	18	23	23	23	23	13	14	19	19	19	19	12	
com.kkkingkaew.thisdogwallpaper	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	
thanhvt.pool.ToeflConversation	2	0	2	2	0	0	0	0	1	1	0	0	0	0	1	1	0	0	0	
sonic.dash.guide	39	33	39	39	29	34	17	33	38	38	33	34	26	27	32	32	27	28	20	
com.batroz.WallpapersASVKarmysniperriflelargecaliber	10	5	10	10	5	10	4	5	9	9	9	9	4	1	5	5	5	5	1	
app.knowex.development	25	23	25	25	23	25	10	24	24	24	24	24	24	21	21	21	21	21	21	
com.baseva.greenville.zombies	3	3	3	3	3	3	3	2	2	2	2	2	2	1	1	1	1	1	1	
com.samapp.excelcontacts.excelcontactslite	11	5	11	3	7	11	6	10	10	10	10	10	10	8	8	8	8	8	6	
com.tecnocen.beneficiosandroid	63	13	63	63	63	63	5	18	62	62	62	62	29	17	61	61	61	61	28	
com.multi4you.paritaCollection	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	
com.EDiiLab.CastleofVaruc	17	15	17	17	15	17	7	16	16	16	16	16	16	12	13	13	12	13	12	
com.latinglobal.fuegysan	79	32	79	79	28	41	41	41	78	78	52	57	46	35	72	72	46	51	39	
com.tripomatic.anaheim	41	6	41	41	41	11	3	40	40	40	40	20	19	2	3	3	3	2	1	
app.stb.digitransfert	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	
co.infinitysoft.vpn360	18	11	18	18	18	18	9	15	17	17	17	17	17	11	13	13	13	13	12	
com.newradio2.ita2	13	13	13	13	11	5	3	12	12	12	11	5	4	10	10	10	9	3	2	
sh.whisper	17	15	17	17	15	17	4	16	16	16	16	16	14	13	13	13	13	13	11	
com.novaecorp.dealerportalandroid.cs	9	6	9	9	9	9	1	7	8	8	8	8	2	6	7	7	7	7	1	
com.darbarpanag.uloom.aoliya	6	1	0	0	4	0	0	5	0	0	4	-1	0	3	0	0	2	-1	0	
com.easytouse.gangnamstylewallpaper	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	
com.hgmelectronics.setup.cs	2	2	2	2	2	2	2	1	1	1	1	1	1	0	0	0	0	0	0	
com.operator.ticketnshop.ticketnshop	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	
matthewboyle.lurker_android	16	11	12	12	12	12	4	15	15	15	15	13	12	13	13	13	13	12	10	
com.smg.gold.mine.construction.zone.crane.operator.sim	3	3	3	3	3	3	2	2	2	2	2	2	2	2	2	2	2	2	2	
org.dk.umof	15	9	11	11	10	12	7	10	14	14	14	13	10	7	10	10	10	10	6	
daily.today.gemini	13	10	13	13	11	10	2	11	12	12	12	10	10	8	9	9	9	7	3	
com.rachittechnology.TheIndianTelegraphAct1883	10	2	1	10	1	1	0	9	9	9	9	9	0	3	1	7	1	1	0	
com.appmk.book.AOUWZDXAPIPRCCTA	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
mic.app.gastosdecompras	46	25	46	46	46	46	19	44	45	45	45	45	27	30	40	40	40	40	21	
com.xdreamapps.santacall	3	1	3	3	3	1	1	2	2	2	2	2	2	2	2	2	2	2	2	
com.wisefn.wisereport	36	5	36	36	23	5	0	7	35	35	35	10	10	5	33	33	33	8	7	
com.futureproofretail.elrancho	8	8	8	8	8	8	2	7	7	7	7	7	7	6	6	6	6	6	6	
in.schoolportal.parent.demo	35	3	35	35	4	3	2	9	34	34	11	34	34	7	32	32	9	32	4	
com.easy.stochrsi	30	24	30	30	24	26	12	28	29	29	28	28	28	21	22	22	21	22	19	
com.creativwallp.WallpaperBentleyGTZZagato	43	30	43	43	38	39	29	37	42	42	40	39	38	33	38	38	36	36	35	
com.findstreetview.directionmaps.gpsvoicelocation.free	27	18	27	27	12	13	8	26	26	26	17	16	14	24	24	24	15	14	12	
com.eurosofttech.airportcars	20	8	20	20	13	17	3	19	19	19	19	17	5	19	19	19	19	17	5	
com.bit.mmcinema	3	1	1	1	1	3	1	3	3	3	3	3	3	1	1	1	1	2	1	
com.spilgames.MahjongCaseDetective	69	53	69	69	66	69	34	66	68	68	68	68	62	56	59	59	58	59	47	
com.hakanince.kavgathree	3	1	0	3	3	3	0	1	0	2	2	2	0	0	0	0	0	0	0	
com.goodbarber.remzouilleradio	45	12	45	45	30	27	5	44	44	44	44	32	11	8	38	38	38	26	9	
land.dict.dpfrmk1.free	14	8	14	8	14	8	3	8	13	8	13	8	8	7	12	7	12	7	7	
com.mwd.ladybuglwp	16	14	5	16	13	12	4	14	10	15	14	14	8	11	7	11	11	11	5	
com.enchantedcode.flow	7	7	7	7	7	4	4	6	6	6	6	4	4	5	5	5	5	3	3	
com.demo.tastytoast	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	
com.flexybeauty.apsunsea	5	5	5	5	5	5	1	4	4	4	4	4	2	3	3	3	3	3	1	
com.skyd.bestpuzzle.n248	7	2	2	2	7	7	7	2	2	2	6	6	6	1	1	1	5	5	5	
tm.durak.net	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	
lull.lol	7	3	7	7	5	5	2	5	6	6	5	5	3	2	4	4	3	3	2	
com.ma.computer_science.computerdictionary	44	17	44	44	22	24	4	26	43	43	40	41	15	23	39	39	34	35	12	
com.doit.zombiesperm	3	3	3	3	3	3	2	2	2	2	2	2	2	2	2	2	2	2	2	
com.deceapps.imadoctorphotoframe	4	1	0	0	0	0	0	3	0	0	0	0	0	3	0	0	0	0	0	
com.selecx.selecxstream	37	17	37	37	30	19	2	34	36	36	36	25	23	29	31	31	30	19	14	
com.expresscurate	13	4	3	13	1	3	0	12	8	12	8	8	4	5	3	8	3	3	2	
com.wPsychicAbilities_10300746	111	83	111	111	107	109	60	102	110	110	110	109	103	80	87	87	86	86	76	
com.appsfreestations.radiolagos	14	9	14	14	14	9	6	10	13	13	13	11	6	7	10	10	10	8	4	
com.by350gc.roadblock	15	15	9	15	13	15	2	14	14	14	14	14	14	10	7	10	9	10	6	
com.simyasolutions.ling.zh	12	10	12	12	10	12	4	11	11	11	11	11	10	8	8	8	8	8	5	
com.gwanst.hdfanspinkwallpaperfourk	5	3	3	3	3	0	0	4	4	4	4	3	3	4	4	4	4	3	3	
air.ru.sever.ElectricalEngineering	4	4	4	4	4	4	4	3	3	3	3	3	3	3	3	3	3	3	3	
lll.freecell.solitaire.cards.game	16	10	16	16	16	16	13	14	15	15	15	15	13	14	15	15	15	15	13	
jp.glasscube.photobook.dog	4	4	2	2	4	4	2	3	3	3	3	3	3	1	0	0	1	1	1	
com.Android.games.List_Files	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	
com.gilapps.smsshare2	46	24	46	46	46	38	28	45	45	45	45	45	45	24	33	33	33	33	33	
com.yandex.browser.alpha	183	183	183	183	183	174	136	182	182	182	182	182	180	130	130	130	130	129	122	
br.com.winker.wl.robotton	8	8	5	8	8	8	4	7	7	7	7	7	7	4	4	4	4	4	2	
com.iwa.milad.un.nabi.wishes	11	7	5	11	9	7	2	9	10	10	10	7	4	8	8	9	9	6	3	
com.pandemiagames.whatphrase	2	2	2	2	2	2	2	1	1	1	1	1	1	0	0	0	0	0	0	
com.cberce.WallpapersPRO	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	
com.InetTutorial.TutorialCorelDrawB	16	10	8	16	16	8	3	15	15	15	15	10	10	11	11	11	11	7	5	
me.maagk.johannes.customsoundboard	8	5	8	8	5	4	1	5	7	7	7	4	1	4	6	6	6	4	1	
com.ceteralabs.rss_tver	7	7	2	2	1	1	0	6	2	2	2	1	1	6	2	2	2	1	1	
com.NMGO.OJustCantGetETheBl	5	5	5	5	5	5	5	4	4	4	4	4	4	4	4	4	4	4	4	
com.fr.quizzapp	20	10	6	20	12	9	5	19	10	19	12	9	8	18	9	18	11	8	7	
Pino.Pack	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	
com.xtrem.myhospital	33	4	4	33	4	3	4	32	32	32	15	15	19	31	31	31	14	14	18	
com.appautomatic.ankulua.trial	5	2	0	0	1	2	0	2	2	2	1	2	0	2	2	2	1	2	0	
com.bluefire_llc.global.trucks	4	4	4	4	4	4	4	3	3	3	3	3	3	3	3	3	3	3	3	
pictures.images.of.wishing	54	34	54	54	54	48	26	43	53	53	53	50	42	38	48	48	48	45	37	
com.elsevier.stmj.jat.newsstand.cllc	51	34	51	51	24	23	0	50	50	50	47	45	32	49	49	49	45	44	29	
com.risesoftware.habitatcompany	187	187	187	187	187	187	27	186	186	186	186	186	163	166	166	166	166	166	145	
com.mobsarmy.tictactoefarm	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	
com.cyrilmorales.oozoo	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	
no.pharmaq.android.productcatalog	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	
com.teamwork.mobile.chat	27	14	27	27	27	27	14	20	26	26	26	26	20	16	23	23	23	23	16	
ml.vnedu.exscanner	43	10	43	43	43	3	3	42	42	42	42	42	42	42	42	42	42	42	42	
com.mobillle.assistir	10	10	8	8	10	10	4	9	9	9	9	9	9	6	6	6	6	6	4	
com.nerrornik.wallpapersflowers	4	4	0	0	1	0	0	3	2	2	1	1	0	2	0	0	0	0	0	
com.vycab.driver	93	25	93	93	86	86	12	33	92	92	91	92	25	28	85	85	84	85	20	
com.poqstudio.app.platform.plt	38	28	38	38	38	38	18	36	37	37	37	37	30	27	28	28	28	28	22	
com.timehacker.app	17	13	11	17	14	12	12	14	14	16	16	13	13	14	14	16	16	13	13	
com.edurev.class10	115	39	115	115	113	51	14	114	114	114	114	68	32	47	107	107	107	62	27	
make.fudge.drop.cookies	36	11	36	36	23	30	3	15	35	35	34	33	28	13	31	31	29	29	11	
com.pacesettertechnology.android.golfer.dc_ranch	88	35	88	88	88	88	24	77	87	87	87	87	63	70	80	80	80	80	58	
com.crocodic.rajawisata	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	
com.campmobile.launcher.theme.molang	4	2	1	1	2	2	2	2	2	2	2	2	2	0	0	0	0	0	0	
com.invbg	15	15	15	15	13	15	3	14	14	14	14	14	14	10	10	10	9	10	6	
tiny.exchangerate	91	42	91	91	89	91	48	71	90	90	90	90	75	63	82	82	82	82	67	
com.bplus	112	10	112	112	47	70	3	108	111	111	104	97	30	104	106	106	101	94	27	
com.lifeplus.diveplus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
com.fearless.teengirl	5	5	5	5	3	1	0	4	4	4	3	3	3	2	2	2	2	2	2	
com.gamesdj.desafiando	6	1	4	1	4	1	0	1	5	1	5	1	0	1	5	1	5	1	0	
com.ziipin.softkeyboard.saudi	56	39	56	56	32	47	17	46	55	55	42	53	37	31	41	41	28	40	17	
com.wordscapes.wordswithfriends.freegames	13	9	13	13	13	12	12	12	12	12	12	12	12	12	12	12	12	12	12	
com.gamovate.gdw_pb_2	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	
com.fai.saffronrecipes	37	11	37	37	23	34	3	15	36	36	35	34	28	13	32	32	30	30	11	
nv.logistic	30	20	30	30	22	30	1	20	29	29	27	29	2	20	29	29	27	29	2	
com.jb.gosms.theme.richthemes_green_clouds	12	8	4	12	7	7	3	10	8	11	7	9	5	7	5	8	5	6	3	
com.a484409197567762fb471d26a.a84192125a	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	
com.lmdgfvdl.pltfjhgh.fbdrtnpd	13	8	6	13	8	8	2	10	10	12	10	10	7	10	10	12	10	10	7	
net.findword.sherword.android.wordssearching	4	0	4	0	0	0	0	0	3	0	0	0	0	0	3	0	0	0	0	
com.f1game.lccq	11	4	11	11	7	9	1	6	10	10	10	9	4	3	8	8	6	7	1	
com.mason.city	36	9	10	36	5	4	3	35	19	35	8	7	7	35	19	35	8	7	7	
hipcop.mountainphotoframe	8	0	0	8	0	0	0	2	0	7	0	0	0	2	0	7	0	0	0	
global.weventure.product.pulse	48	20	48	48	44	48	14	35	47	47	47	47	38	31	44	44	43	44	33	
com.asknicelymobile	19	12	17	19	16	17	12	18	17	18	17	17	17	14	14	14	14	14	10	
com.matt.rephottoo	6	0	0	0	6	0	0	0	0	0	5	0	0	0	0	0	5	0	0	
com.liveradio.narodne	2	2	2	2	2	0	0	1	1	1	1	0	0	1	1	1	1	0	0	
sg.jinseah.bioryth	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	
com.infinix.xlife2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
com.virsir.android.smartstockinter	42	21	42	42	42	21	3	41	41	41	41	41	19	27	36	36	36	21	10	
com.duolingo	86	86	86	86	84	86	32	85	85	85	85	85	62	79	79	79	79	79	56	
ru.myappbook.KarpachoRecept	2	0	2	0	2	0	0	0	1	0	1	0	0	0	1	0	1	0	0	
com.bubblingiso.uscitizenshiptestspanish	13	6	13	13	10	6	1	6	12	12	12	6	6	6	12	12	12	6	6	
com.andromo.dev10257.app356396	5	5	1	1	5	5	1	4	2	2	4	4	-1	3	1	1	3	3	-2	
com.chrome.beta	120	120	120	120	102	120	43	119	119	119	119	119	106	106	106	106	105	106	87	
com.tpago.movil	20	20	20	20	20	20	11	19	19	19	19	19	19	18	18	18	18	18	18	
