		C2C						A2A						CF2CF						
	Component	Gator	IC3	IC3-Dial	A3E	Story	ICCBot	Gator	IC3	IC3-Dial	A3E	Story	ICCBot	Gator	IC3	IC3-Dial	A3E	Story	ICCBot	
com.app.sumercash	5	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	
com.farmax.farmax	10	1	0	0	2	0	3	1	0	0	2	0	2	1	0	0	2	0	9	
com.gm.decolar	250	37625	0	0	0	0	250	37625	0	0	0	0	238	37625	0	0	0	0	597	
com.mindgame.cloth.patterns.app03	9	9	5	7	6	8	9	9	5	7	6	8	8	9	5	7	6	11	9	
com.persian.news	24	4	0	0	6	6	22	4	0	0	5	6	10	4	0	0	6	17	33	
com.tekciz.idol2012	11	1	1	1	6	1	1	1	1	1	6	1	1	1	1	1	6	1	1	
net.jp.apps.junsakunakamura.eiken5choice100	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
com.conduit.app_ab6f6e0716974f2d8b6146ae5eef1e2d.app	9	0	1	1	1	3	7	0	0	0	0	3	4	0	1	1	1	12	27	
com.JeLocalisetrackerApp.view	15	0	13	0	16	26	30	0	10	0	14	23	24	0	13	0	16	27	30	
com.rubiyemstudio.twtw.lvctrajsty.music.lyrics	51	234	0	0	0	10	202	234	0	0	0	10	198	234	0	0	0	38	248	
com.mvl.CasinoArizona	41	400	0	0	27	32	393	400	0	0	23	31	358	400	0	0	27	84	375	
com.ssca.voice.changer.editor.audio.voiceeffect	5	4	0	0	0	3	3	4	0	0	0	3	3	4	0	0	0	3	3	
com.tailoredapps	33	500	0	0	5	2	3	500	0	0	5	2	3	500	0	0	5	9	7	
com.tamco.livingrooms	3	2	1	2	1	2	2	2	1	2	1	2	2	2	1	2	1	2	3	
com.mediaworld.vietnamnewspapers	3	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	
com.kunyoong.esob	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
com.oef.English.two	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	4	
ru.sports.dinamobrest	39	6	0	0	7	18	84	6	0	0	5	18	63	6	0	0	7	43	198	
jai.shriram.decisionmaker	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
com.talentle.talent	34	190	0	0	44	48	211	190	0	0	43	46	203	190	0	0	44	60	211	
com.link_youtube	3	1	4	2	0	2	2	1	4	2	0	2	2	1	4	2	0	3	4	
com.mykeyboard.myphotokeyboard.icelandickeyboard	34	17	0	0	21	29	43	17	0	0	14	19	23	17	0	0	21	29	45	
com.safetravels.safetravelsmain	49	4	6	0	15	5	490	4	6	0	15	5	451	4	6	0	15	5	1023	
com.npes87184.s2tdroid	3	0	0	1	2	1	3	0	0	1	1	1	2	0	0	1	2	3	9	
com.toridev.obatkolesterolalami	7	0	5	0	1	5	3	0	5	0	1	5	3	0	5	0	1	12	6	
com.ojapps.downpro	9	48	0	0	0	5	10	48	0	0	0	5	10	48	0	0	0	5	11	
com.unicaa	85	45	0	0	9	56	103	45	0	0	9	56	89	45	0	0	9	65	190	
com.beststatus2021	14	10	0	0	5	11	14	10	0	0	5	11	14	10	0	0	5	11	14	
com.andromo.dev628627.app688031	14	10	0	0	0	0	20	10	0	0	0	0	11	10	0	0	0	7	21	
com.minhaparoquia.santguadalupe	80	2862	0	0	21	5	751	2862	0	0	20	5	628	2862	0	0	21	9	1369	
com.andromo.dev679836.app717306	10	12	0	0	0	0	6	12	0	0	0	0	6	12	0	0	0	1	6	
com.enrasoft.scratch.football.quiz	10	0	4	0	0	6	10	0	3	0	0	6	7	0	4	0	0	15	32	
com.photographyapps.pencilsketchphoto	3	1	2	2	2	2	2	1	2	2	2	2	2	1	2	2	2	2	2	
com.gandooz.dwyanewadewallpaper	13	8	56	0	8	9	9	8	56	0	8	9	9	8	56	0	8	12	9	
com.lamhuynh.podcast.chars.ingraham	33	21	0	0	0	0	31	21	0	0	0	0	16	21	0	0	0	0	37	
com.neverclame.dinosaurslidepuzzlews	7	6	1	6	0	6	7	6	1	6	0	6	7	6	1	6	0	8	7	
com.jelly.bubble.pop	24	9	0	0	0	0	10	9	0	0	0	0	10	9	0	0	0	0	10	
com.oohlala.mcgillabroad	5	0	3	3	1	0	9	0	0	0	0	0	0	0	3	3	1	0	9	
com.appcop.cowhunt	3	0	1	1	1	1	1	0	1	1	1	1	1	0	1	1	1	2	1	
com.aloompa.selfhelp	120	3295	0	0	51	15	1243	3295	0	0	48	15	1126	3295	0	0	51	63	1289	
com.directcooler.cologne	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
com.jb.gokeyboard.theme.gotmeheartskeyboardtheme	25	0	0	0	10	3	46	0	0	0	3	3	6	0	0	0	10	4	48	
jp.gr.java_conf.ultrapush.dnaBiyou	16	0	2	2	7	4	5	0	1	1	7	4	4	0	2	2	7	4	5	
com.mindgame.cute.babygirl.frock.designs	10	15	0	35	15	37	15	15	0	35	15	37	15	15	0	35	15	42	15	
mobi.infolife.ezweather.widget.weatherlive	67	4	0	0	49	20	90	4	0	0	16	13	21	4	0	0	49	26	118	
com.andimpex.andit.allfreelancersite	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	
com.mobiletechno.yogasequence	3	1	0	1	0	2	2	1	0	1	0	2	2	1	0	1	0	2	2	
com.pressmatrix.morawalesezirkel	19	3	0	0	3	4	25	3	0	0	3	4	15	3	0	0	3	4	40	
delivery.amo.amonvinhos	8	1	0	0	1	0	2	1	0	0	1	0	1	1	0	0	1	0	2	
com.wfindway	4	0	1	1	1	0	7	0	0	0	0	0	0	0	1	1	1	0	7	
com.thevarmatrimony	100	84	0	0	2	102	189	84	0	0	2	102	153	84	0	0	2	103	184	
com.martakeay00.BobSinclarSongs	12	0	4	4	2	0	11	0	3	3	0	0	4	0	4	4	2	0	11	
com.gamekaiser.junglechaos_2d	4	0	1	1	1	1	1	0	1	1	1	1	1	0	1	1	1	2	1	
com.kchariya.hashtagsforinstagram	5	1	0	0	1	6	4	1	0	0	1	6	4	1	0	0	1	6	4	
biz.supanel.www.android5c06ddfd2328f	18	0	4	0	0	0	3	0	0	0	0	0	0	0	4	0	0	0	3	
op27no2.parentscope	13	1	5	5	6	1	8	1	1	1	1	1	2	1	5	5	6	2	10	
com.sergey.max.mainwindow	4	1	0	0	0	0	2	1	0	0	0	0	1	1	0	0	0	0	5	
com.lapacadevs.justdrawit	11	3	0	0	2	0	3	3	0	0	2	0	3	3	0	0	2	0	3	
com.shorthaircuts.hairstyles	6	3	0	2	3	2	5	3	0	2	2	2	2	3	0	2	3	3	6	
aquainfo.navratriphotoframe.navratriphotoeditor.navratriphotosuit	17	34	0	0	2	15	18	34	0	0	2	15	18	34	0	0	2	15	18	
apps.mansab.NigerianMovies	20	1	0	0	0	0	11	1	0	0	0	0	8	1	0	0	0	0	14	
temple.diamond.bejeweled.doodlegames.free2	9	0	2	2	1	0	4	0	0	0	0	0	1	0	2	2	1	0	5	
com.Tobit.android.Slitte6494420206	39	16	0	0	22	17	81	16	0	0	11	16	46	16	0	0	22	49	112	
com.olam	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
id.compro.quicksilvercruise	13	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	5	
com.hitreak.lightpics	8	2	0	0	2	1	4	2	0	0	2	1	3	2	0	0	2	1	15	
com.myfwbdating.fwbg	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
com.stickyapps.johncenameme	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
com.UniqueBirdhouseDesignIdeas.SankaApps	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
com.b3g.cih.online	7	0	2	2	1	0	1	0	0	0	0	0	0	0	2	2	1	0	1	
com.mustafademir.space_war	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
com.datagames.impossible.formula.car.racing	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
com.webcloudapps.remission	6	2	7	7	2	8	7	2	7	7	2	8	7	2	7	7	2	12	8	
com.stk.trigems	3	1	1	1	1	0	1	1	1	1	1	0	1	1	1	1	1	0	1	
superheroes.herogames.free.fire.battlegrounds	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
com.wSpeedtest1A	8	0	4	2	1	1	8	0	2	1	0	1	1	0	4	2	1	5	8	
com.ks.dfmhd	7	6	10	10	6	6	13	6	10	10	6	6	10	6	10	10	6	6	13	
com.osanda.ocr	4	2	3	3	3	3	3	2	3	3	3	3	3	2	3	3	3	3	3	
com.reverbnation.artistapp.i376675	34	42	27	0	22	12	56	42	9	0	20	11	38	42	27	0	22	18	56	
anace.com.audiobooks.onlinedating	3	0	1	1	1	1	1	0	1	1	1	1	1	0	1	1	1	1	1	
com.sermonaudio.android.millcreekchurch	17	14	0	0	0	0	34	14	0	0	0	0	19	14	0	0	0	0	34	
com.wLimeChat_8199169	96	0	16	0	0	0	88	0	8	0	0	0	33	0	16	0	0	0	91	
com.wilsonzuluaga.oracionalasalmasdelpurgatorioenaudioytexto	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
com.myappbuffet.SriSastha	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
com.kanapkaman.kanapkaman	29	1	0	0	2	0	4	1	0	0	1	0	2	1	0	0	2	0	4	
br.com.neopixdmi.fenasan2018	27	5	0	0	7	5	41	5	0	0	7	5	19	5	0	0	7	11	82	
gg.op.lol.android	73	2549	0	0	2	0	168	2549	0	0	2	0	98	2549	0	0	2	0	200	
com.sketchye.draw_cars_concept	58	244	0	0	2	5	137	244	0	0	2	5	122	244	0	0	2	5	182	
it.marzoli.app.batterywidget	3	0	2	2	3	0	4	0	0	0	0	0	0	0	2	2	3	0	4	
com.safetyculture.iauditor	102	519	0	0	43	36	492	519	0	0	27	35	340	519	0	0	43	56	665	
ie.flipdish.fd6062	24	47	0	0	2	0	39	47	0	0	2	0	11	47	0	0	2	0	86	
com.kkkingkaew.thisdogwallpaper	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
thanhvt.pool.ToeflConversation	2	1	0	0	1	1	1	1	0	0	1	1	1	1	0	0	1	1	1	
sonic.dash.guide	39	5	0	0	9	4	24	5	0	0	4	4	16	5	0	0	9	8	40	
com.batroz.WallpapersASVKarmysniperriflelargecaliber	10	4	0	0	6	0	7	4	0	0	4	0	5	4	0	0	6	0	7	
app.knowex.development	25	1	0	0	2	0	25	1	0	0	2	0	16	1	0	0	2	0	27	
com.baseva.greenville.zombies	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
com.samapp.excelcontacts.excelcontactslite	11	5	0	7	4	0	7	5	0	6	4	0	3	5	0	7	4	0	7	
com.tecnocen.beneficiosandroid	63	2025	0	0	0	0	163	2025	0	0	0	0	150	2025	0	0	0	0	926	
com.multi4you.paritaCollection	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
com.EDiiLab.CastleofVaruc	17	1	0	0	2	0	10	1	0	0	2	0	3	1	0	0	2	0	16	
com.latinglobal.fuegysan	79	1562	0	0	82	67	136	1562	0	0	67	65	128	1562	0	0	82	69	146	
com.tripomatic.anaheim	41	159	0	0	0	45	184	159	0	0	0	45	184	159	0	0	0	83	212	
app.stb.digitransfert	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
co.infinitysoft.vpn360	18	14	0	0	0	0	10	14	0	0	0	0	5	14	0	0	0	0	10	
com.newradio2.ita2	13	0	0	0	1	7	11	0	0	0	1	7	7	0	0	0	1	7	13	
sh.whisper	17	1	0	0	1	0	13	1	0	0	1	0	6	1	0	0	1	0	22	
com.novaecorp.dealerportalandroid.cs	9	2	0	0	0	0	51	2	0	0	0	0	51	2	0	0	0	0	130	
com.darbarpanag.uloom.aoliya	6	4	5	5	1	6	5	4	5	5	1	6	5	4	5	5	1	6	5	
com.easytouse.gangnamstylewallpaper	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
com.hgmelectronics.setup.cs	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
com.operator.ticketnshop.ticketnshop	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
matthewboyle.lurker_android	16	3	2	2	3	3	11	3	2	2	3	3	10	3	2	2	3	3	14	
com.smg.gold.mine.construction.zone.crane.operator.sim	3	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	
org.dk.umof	15	5	2	2	4	2	14	5	0	0	0	1	2	5	2	2	4	6	17	
daily.today.gemini	13	2	0	0	1	3	35	2	0	0	1	3	4	2	0	0	1	4	38	
com.rachittechnology.TheIndianTelegraphAct1883	10	8	14	0	10	14	15	8	14	0	10	14	15	8	14	0	10	17	15	
com.appmk.book.AOUWZDXAPIPRCCTA	6	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	
mic.app.gastosdecompras	46	55	0	0	0	0	36	55	0	0	0	0	31	55	0	0	0	0	61	
com.xdreamapps.santacall	3	1	0	0	0	1	1	1	0	0	0	1	1	1	0	0	0	1	4	
com.wisefn.wisereport	36	862	0	0	13	95	122	862	0	0	12	95	119	862	0	0	13	96	122	
com.futureproofretail.elrancho	8	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	5	
in.schoolportal.parent.demo	35	66	0	0	64	90	91	66	0	0	64	90	90	66	0	0	64	96	91	
com.easy.stochrsi	30	3	0	0	4	2	17	3	0	0	4	2	9	3	0	0	4	13	31	
com.creativwallp.WallpaperBentleyGTZZagato	43	38	0	0	4	3	15	38	0	0	3	2	13	38	0	0	4	4	15	
com.findstreetview.directionmaps.gpsvoicelocation.free	27	10	0	0	19	20	26	10	0	0	18	20	22	10	0	0	19	20	26	
com.eurosofttech.airportcars	20	16	0	0	9	3	38	16	0	0	9	3	33	16	0	0	9	6	119	
com.bit.mmcinema	3	1	1	1	2	0	2	1	1	1	2	0	2	1	1	1	2	0	5	
com.spilgames.MahjongCaseDetective	69	24	0	0	3	0	54	24	0	0	2	0	20	24	0	0	3	0	64	
com.hakanince.kavgathree	3	1	2	0	0	0	2	1	2	0	0	0	2	1	2	0	0	0	2	
com.goodbarber.remzouilleradio	45	819	0	0	15	26	232	819	0	0	15	26	198	819	0	0	15	28	363	
land.dict.dpfrmk1.free	14	6	0	6	0	6	13	6	0	6	0	6	11	6	0	6	0	11	15	
com.mwd.ladybuglwp	16	1	24	0	2	3	15	1	12	0	2	3	8	1	24	0	2	3	17	
com.enchantedcode.flow	7	0	0	0	0	2	2	0	0	0	0	2	2	0	0	0	0	3	2	
com.demo.tastytoast	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
com.flexybeauty.apsunsea	5	0	0	0	0	0	4	0	0	0	0	0	3	0	0	0	0	2	7	
com.skyd.bestpuzzle.n248	7	4	4	4	0	0	0	4	4	4	0	0	0	4	4	4	0	0	0	
tm.durak.net	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
lull.lol	7	2	0	0	1	1	6	2	0	0	1	1	5	2	0	0	1	6	25	
com.ma.computer_science.computerdictionary	44	225	0	0	25	23	188	225	0	0	23	23	182	225	0	0	25	74	187	
com.doit.zombiesperm	3	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	3	
com.deceapps.imadoctorphotoframe	4	3	7	7	5	7	5	3	7	7	5	7	5	3	7	7	5	7	5	
com.selecx.selecxstream	37	20	0	0	5	20	60	20	0	0	2	20	23	20	0	0	5	20	60	
com.expresscurate	13	20	12	0	13	11	27	20	12	0	11	11	24	20	12	0	13	19	27	
com.wPsychicAbilities_10300746	111	162	0	0	2	1	71	162	0	0	0	1	39	162	0	0	2	1	77	
com.appsfreestations.radiolagos	14	12	0	0	0	4	15	12	0	0	0	4	7	12	0	0	0	5	23	
com.by350gc.roadblock	15	0	9	0	1	0	20	0	0	0	0	0	1	0	9	0	1	0	20	
com.simyasolutions.ling.zh	12	1	0	0	2	0	6	1	0	0	2	0	2	1	0	0	2	0	9	
com.gwanst.hdfanspinkwallpaperfourk	5	1	1	1	1	4	4	1	1	1	1	4	4	1	1	1	1	11	8	
air.ru.sever.ElectricalEngineering	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
lll.freecell.solitaire.cards.game	16	6	0	0	0	0	3	6	0	0	0	0	1	6	0	0	0	0	3	
jp.glasscube.photobook.dog	4	0	1	1	0	0	1	0	0	0	0	0	0	0	1	1	0	0	1	
com.Android.games.List_Files	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
com.gilapps.smsshare2	46	49	0	0	0	8	25	49	0	0	0	8	16	49	0	0	0	14	53	
com.yandex.browser.alpha	183	0	0	0	0	6	44	0	0	0	0	4	18	0	0	0	0	13	64	
br.com.winker.wl.robotton	8	0	4	0	0	0	3	0	0	0	0	0	0	0	4	0	0	0	3	
com.iwa.milad.un.nabi.wishes	11	5	5	0	1	3	8	5	3	0	1	3	6	5	5	0	1	3	8	
com.pandemiagames.whatphrase	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
com.cberce.WallpapersPRO	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
com.InetTutorial.TutorialCorelDrawB	16	4	5	0	0	8	15	4	4	0	0	8	9	4	5	0	0	12	19	
me.maagk.johannes.customsoundboard	8	2	0	0	2	3	8	2	0	0	2	3	8	2	0	0	2	9	9	
com.ceteralabs.rss_tver	7	0	4	4	6	5	7	0	4	4	3	4	4	0	4	4	6	7	9	
com.NMGO.OJustCantGetETheBl	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
com.fr.quizzapp	20	15	84	0	8	13	17	15	72	0	8	13	14	15	84	0	8	13	17	
Pino.Pack	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
com.xtrem.myhospital	33	75	75	0	63	77	60	75	75	0	62	77	59	75	75	0	63	78	60	
com.appautomatic.ankulua.trial	5	2	3	3	3	2	4	2	2	2	1	1	2	2	3	3	3	3	4	
com.bluefire_llc.global.trucks	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
pictures.images.of.wishing	54	73	0	0	0	5	48	73	0	0	0	5	28	73	0	0	0	5	48	
com.elsevier.stmj.jat.newsstand.cllc	51	16	0	0	24	33	105	16	0	0	14	33	48	16	0	0	24	67	153	
com.risesoftware.habitatcompany	187	0	0	0	0	0	1038	0	0	0	0	0	680	0	0	0	0	0	1290	
com.mobsarmy.tictactoefarm	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
com.cyrilmorales.oozoo	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
no.pharmaq.android.productcatalog	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	
com.teamwork.mobile.chat	27	42	0	0	0	0	17	42	0	0	0	0	15	42	0	0	0	0	20	
ml.vnedu.exscanner	43	44	0	0	0	113	112	44	0	0	0	113	112	44	0	0	0	113	113	
com.mobillle.assistir	10	0	1	1	0	0	6	0	0	0	0	0	1	0	1	1	0	0	6	
com.nerrornik.wallpapersflowers	4	0	2	2	2	3	3	0	2	2	2	3	3	0	2	2	2	3	3	
com.vycab.driver	93	2902	0	0	5	6	174	2902	0	0	2	5	127	2902	0	0	5	6	222	
com.poqstudio.app.platform.plt	38	8	0	0	0	0	27	8	0	0	0	0	21	8	0	0	0	0	33	
com.timehacker.app	17	4	21	0	2	6	6	4	18	0	2	6	6	4	21	0	2	9	11	
com.edurev.class10	115	213	0	0	1	132	393	213	0	0	0	130	335	213	0	0	1	132	463	
make.fudge.drop.cookies	36	189	0	0	9	5	84	189	0	0	8	5	80	189	0	0	9	9	314	
com.pacesettertechnology.android.golfer.dc_ranch	88	88	0	0	0	0	95	88	0	0	0	0	69	88	0	0	0	0	96	
com.crocodic.rajawisata	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
com.campmobile.launcher.theme.molang	4	1	2	2	1	1	1	1	2	2	1	1	1	1	2	2	1	1	1	
com.invbg	15	0	0	0	1	0	19	0	0	0	0	0	1	0	0	0	1	0	19	
tiny.exchangerate	91	471	0	0	1	0	44	471	0	0	1	0	37	471	0	0	1	0	46	
com.bplus	112	2707	0	0	64	51	481	2707	0	0	62	49	478	2707	0	0	64	121	1455	
com.lifeplus.diveplus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
com.fearless.teengirl	5	0	0	0	1	2	3	0	0	0	1	2	2	0	0	0	1	6	5	
com.gamesdj.desafiando	6	5	1	5	1	5	6	5	1	5	1	5	6	5	1	5	1	5	6	
com.ziipin.softkeyboard.saudi	56	21	0	0	25	8	50	21	0	0	24	8	37	21	0	0	25	8	73	
com.wordscapes.wordswithfriends.freegames	13	3	0	0	0	1	1	3	0	0	0	1	1	3	0	0	0	1	1	
com.gamovate.gdw_pb_2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
com.fai.saffronrecipes	37	217	0	0	10	2	85	217	0	0	8	2	78	217	0	0	10	6	335	
nv.logistic	30	18	0	0	5	0	188	18	0	0	5	0	188	18	0	0	5	1	273	
com.jb.gosms.theme.richthemes_green_clouds	12	4	14	0	5	9	17	4	8	0	3	8	3	4	14	0	5	9	17	
com.a484409197567762fb471d26a.a84192125a	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
com.lmdgfvdl.pltfjhgh.fbdrtnpd	13	4	6	0	4	4	14	4	6	0	4	4	11	4	6	0	4	4	15	
net.findword.sherword.android.wordssearching	4	3	0	3	3	3	3	3	0	3	3	3	3	3	0	3	3	3	4	
com.f1game.lccq	11	5	0	0	3	1	12	5	0	0	3	1	9	5	0	0	3	1	16	
com.mason.city	36	63	42	0	33	46	35	63	41	0	33	46	34	63	42	0	33	46	35	
hipcop.mountainphotoframe	8	9	49	0	10	10	10	9	49	0	10	10	10	9	49	0	10	10	10	
global.weventure.product.pulse	48	156	0	0	3	0	100	156	0	0	3	0	74	156	0	0	3	0	142	
com.asknicelymobile	19	21	2	0	2	1	11	21	1	0	2	1	4	21	2	0	2	1	19	
com.matt.rephottoo	6	6	6	6	0	6	6	6	6	6	0	6	6	6	6	6	0	6	6	
com.liveradio.narodne	2	0	0	0	0	1	1	0	0	0	0	1	1	0	0	0	0	1	2	
sg.jinseah.bioryth	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
com.infinix.xlife2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
com.virsir.android.smartstockinter	42	54	0	0	0	28	103	54	0	0	0	28	51	54	0	0	0	29	123	
com.duolingo	86	0	0	0	2	0	87	0	0	0	2	0	83	0	0	0	2	0	134	
ru.myappbook.KarpachoRecept	2	1	0	1	0	1	1	1	0	1	0	1	1	1	0	1	0	1	1	
com.bubblingiso.uscitizenshiptestspanish	13	12	0	0	2	10	17	12	0	0	1	10	16	12	0	0	2	11	26	
com.andromo.dev10257.app356396	5	0	3	4	0	0	8	0	0	0	0	0	1	0	3	4	0	1	8	
com.chrome.beta	120	0	0	0	15	0	272	0	0	0	7	0	154	0	0	0	15	0	262	
com.tpago.movil	20	0	0	0	0	0	8	0	0	0	0	0	7	0	0	0	0	0	126	
